,0,1,2
855,sh.600829,1,人民同泰
856,sh.600830,1,香溢融通
857,sh.600831,1,ST广网
858,sh.600833,1,第一医药
859,sh.600834,1,申通地铁
860,sh.600835,1,上海机电
861,sh.600837,1,海通证券
862,sh.600838,1,上海九百
863,sh.600839,1,四川长虹
864,sh.600841,1,动力新科
865,sh.600843,1,上工申贝
866,sh.600844,1,丹化科技
867,sh.600845,1,宝信软件
868,sh.600846,1,同济科技
869,sh.600847,1,万里股份
870,sh.600848,1,上海临港
871,sh.600850,1,电科数字
872,sh.600851,1,海欣股份
873,sh.600853,1,龙建股份
874,sh.600854,1,春兰股份
875,sh.600855,1,航天长峰
876,sh.600857,1,宁波中百
877,sh.600858,1,银座股份
878,sh.600859,1,王府井
879,sh.600860,1,京城股份
880,sh.600861,1,北京人力
881,sh.600862,1,中航高科
882,sh.600863,1,内蒙华电
883,sh.600864,1,哈投股份
884,sh.600865,1,百大集团
885,sh.600866,1,星湖科技
886,sh.600867,1,通化东宝
887,sh.600868,1,梅雁吉祥
888,sh.600869,1,远东股份
889,sh.600871,1,石化油服
890,sh.600872,1,中炬高新
891,sh.600873,1,梅花生物
892,sh.600874,1,创业环保
893,sh.600875,1,东方电气
894,sh.600876,1,凯盛新能
895,sh.600877,1,电科芯片
896,sh.600879,1,航天电子
897,sh.600880,1,博瑞传播
898,sh.600881,1,亚泰集团
899,sh.600882,1,妙可蓝多
900,sh.600883,1,博闻科技
901,sh.600884,1,杉杉股份
902,sh.600885,1,宏发股份
903,sh.600886,1,国投电力
904,sh.600887,1,伊利股份
905,sh.600888,1,新疆众和
906,sh.600889,1,南京化纤
907,sh.600892,1,大晟文化
908,sh.600893,1,航发动力
909,sh.600894,1,广日股份
910,sh.600895,1,张江高科
911,sh.600897,1,厦门空港
912,sh.600898,1,*ST美讯
913,sh.600900,1,长江电力
914,sh.600901,1,江苏金租
915,sh.600903,1,贵州燃气
916,sh.600905,1,三峡能源
917,sh.600906,1,财达证券
918,sh.600908,1,无锡银行
919,sh.600909,1,华安证券
920,sh.600916,1,中国黄金
921,sh.600917,1,重庆燃气
922,sh.600918,1,中泰证券
923,sh.600919,1,江苏银行
924,sh.600925,1,苏能股份
925,sh.600926,1,杭州银行
926,sh.600927,1,永安期货
927,sh.600928,1,西安银行
928,sh.600929,1,雪天盐业
929,sh.600933,1,爱柯迪
930,sh.600935,1,华塑股份
931,sh.600936,1,广西广电
932,sh.600938,1,中国海油
933,sh.600939,1,重庆建工
934,sh.600941,1,中国移动
935,sh.600955,1,维远股份
936,sh.600956,1,新天绿能
937,sh.600958,1,东方证券
938,sh.600959,1,江苏有线
939,sh.600960,1,渤海汽车
940,sh.600961,1,株冶集团
941,sh.600962,1,国投中鲁
942,sh.600963,1,岳阳林纸
943,sh.600965,1,福成股份
944,sh.600966,1,博汇纸业
945,sh.600967,1,内蒙一机
946,sh.600968,1,海油发展
947,sh.600969,1,郴电国际
948,sh.600970,1,中材国际
949,sh.600971,1,恒源煤电
950,sh.600973,1,宝胜股份
951,sh.600975,1,新五丰
952,sh.600976,1,健民集团
953,sh.600977,1,中国电影
954,sh.600979,1,广安爱众
955,sh.600980,1,北矿科技
956,sh.600981,1,汇鸿集团
957,sh.600982,1,宁波能源
958,sh.600983,1,惠而浦
959,sh.600984,1,建设机械
960,sh.600985,1,淮北矿业
961,sh.600986,1,浙文互联
962,sh.600987,1,航民股份
963,sh.600988,1,赤峰黄金
964,sh.600989,1,宝丰能源
965,sh.600990,1,四创电子
966,sh.600992,1,贵绳股份
967,sh.600993,1,马应龙
968,sh.600995,1,南网储能
969,sh.600996,1,贵广网络
970,sh.600997,1,开滦股份
971,sh.600998,1,九州通
972,sh.600999,1,招商证券
973,sh.601000,1,唐山港
974,sh.601001,1,晋控煤业
975,sh.601002,1,晋亿实业
976,sh.601003,1,柳钢股份
977,sh.601005,1,重庆钢铁
978,sh.601006,1,大秦铁路
979,sh.601007,1,金陵饭店
980,sh.601008,1,连云港
981,sh.601009,1,南京银行
982,sh.601010,1,文峰股份
983,sh.601011,1,宝泰隆
984,sh.601012,1,隆基绿能
985,sh.601015,1,陕西黑猫
986,sh.601016,1,节能风电
987,sh.601018,1,宁波港
988,sh.601019,1,山东出版
989,sh.601020,1,华钰矿业
990,sh.601021,1,春秋航空
991,sh.601022,1,宁波远洋
992,sh.601028,1,玉龙股份
993,sh.601033,1,永兴股份
994,sh.601038,1,一拖股份
995,sh.601058,1,赛轮轮胎
996,sh.601059,1,信达证券
997,sh.601061,1,中信金属
998,sh.601065,1,江盐集团
999,sh.601066,1,中信建投
1000,sh.601068,1,中铝国际
1001,sh.601069,1,西部黄金
1002,sh.601077,1,渝农商行
1003,sh.601083,1,锦江航运
1004,sh.601086,1,国芳集团
1005,sh.601088,1,中国神华
1006,sh.601089,1,福元医药
1007,sh.601096,1,宏盛华源
1008,sh.601098,1,中南传媒
1009,sh.601099,1,太平洋
1010,sh.601100,1,恒立液压
1011,sh.601101,1,昊华能源
1012,sh.601106,1,中国一重
1013,sh.601107,1,四川成渝
1014,sh.601108,1,财通证券
1015,sh.601111,1,中国国航
1016,sh.601113,1,华鼎股份
1017,sh.601116,1,三江购物
1018,sh.601117,1,中国化学
1019,sh.601118,1,海南橡胶
1020,sh.601121,1,宝地矿业
1021,sh.601126,1,四方股份
1022,sh.601127,1,赛力斯
1023,sh.601128,1,常熟银行
1024,sh.601133,1,柏诚股份
1025,sh.601136,1,首创证券
1026,sh.601137,1,博威合金
1027,sh.601138,1,工业富联
1028,sh.601139,1,深圳燃气
1029,sh.601155,1,新城控股
1030,sh.601156,1,东航物流
1031,sh.601158,1,重庆水务
1032,sh.601162,1,天风证券
1033,sh.601163,1,三角轮胎
1034,sh.601166,1,兴业银行
1035,sh.601168,1,西部矿业
1036,sh.601169,1,北京银行
1037,sh.601177,1,杭齿前进
1038,sh.601179,1,中国西电
1039,sh.601186,1,中国铁建
1040,sh.601187,1,厦门银行
1041,sh.601188,1,龙江交通
1042,sh.601198,1,东兴证券
1043,sh.601199,1,江南水务
1044,sh.601200,1,上海环境
1045,sh.601208,1,东材科技
1046,sh.601211,1,国泰君安
1047,sh.601212,1,白银有色
1048,sh.601216,1,君正集团
1049,sh.601218,1,吉鑫科技
1050,sh.601222,1,林洋能源
1051,sh.601225,1,陕西煤业
1052,sh.601226,1,华电科工
1053,sh.601228,1,广州港
1054,sh.601229,1,上海银行
1055,sh.601231,1,环旭电子
1056,sh.601233,1,桐昆股份
1057,sh.601236,1,红塔证券
1058,sh.601238,1,广汽集团
1059,sh.601279,1,英利汽车
1060,sh.601288,1,农业银行
1061,sh.601298,1,青岛港
1062,sh.601311,1,骆驼股份
1063,sh.601318,1,中国平安
1064,sh.601319,1,中国人保
1065,sh.601326,1,秦港股份
1066,sh.601328,1,交通银行
1067,sh.601330,1,绿色动力
1068,sh.601333,1,广深铁路
1069,sh.601336,1,新华保险
1070,sh.601339,1,百隆东方
1071,sh.601360,1,三六零
1072,sh.601366,1,利群股份
1073,sh.601368,1,绿城水务
1074,sh.601369,1,陕鼓动力
1075,sh.601375,1,中原证券
1076,sh.601377,1,兴业证券
1077,sh.601388,1,怡球资源
1078,sh.601390,1,中国中铁
1079,sh.601398,1,工商银行
1080,sh.601399,1,国机重装
1081,sh.601456,1,国联证券
1082,sh.601500,1,通用股份
1083,sh.601512,1,中新集团
1084,sh.601515,1,东峰集团
1085,sh.601518,1,吉林高速
1086,sh.601519,1,大智慧
1087,sh.601528,1,瑞丰银行
1088,sh.601555,1,东吴证券
1089,sh.601566,1,九牧王
1090,sh.601567,1,三星医疗
1091,sh.601568,1,北元集团
1092,sh.601577,1,长沙银行
1093,sh.601579,1,会稽山
1094,sh.601588,1,北辰实业
1095,sh.601595,1,上海电影
1096,sh.601598,1,中国外运
1097,sh.601599,1,浙文影业
1098,sh.601600,1,中国铝业
1099,sh.601601,1,中国太保
1100,sh.601606,1,长城军工
1101,sh.601607,1,上海医药
1102,sh.601608,1,中信重工
1103,sh.601609,1,金田股份
1104,sh.601611,1,中国核建
1105,sh.601615,1,明阳智能
1106,sh.601616,1,广电电气
1107,sh.601618,1,中国中冶
1108,sh.601619,1,嘉泽新能
1109,sh.601628,1,中国人寿
1110,sh.601633,1,长城汽车
1111,sh.601636,1,旗滨集团
1112,sh.601658,1,邮储银行
1113,sh.601665,1,齐鲁银行
1114,sh.601666,1,平煤股份
1115,sh.601668,1,中国建筑
1116,sh.601669,1,中国电建
1117,sh.601677,1,明泰铝业
1118,sh.601678,1,滨化股份
1119,sh.601686,1,友发集团
1120,sh.601688,1,华泰证券
1121,sh.601689,1,拓普集团
1122,sh.601696,1,中银证券
1123,sh.601698,1,中国卫通
1124,sh.601699,1,潞安环能
1125,sh.601700,1,风范股份
1126,sh.601702,1,华峰铝业
1127,sh.601717,1,郑煤机
1128,sh.601718,1,际华集团
1129,sh.601727,1,上海电气
1130,sh.601728,1,中国电信
1131,sh.601766,1,中国中车
1132,sh.601777,1,力帆科技
1133,sh.601778,1,晶科科技
1134,sh.601788,1,光大证券
1135,sh.601789,1,宁波建工
1136,sh.601798,1,蓝科高新
1137,sh.601799,1,星宇股份
1138,sh.601800,1,中国交建
1139,sh.601801,1,皖新传媒
1140,sh.601808,1,中海油服
1141,sh.601811,1,新华文轩
1142,sh.601816,1,京沪高铁
1143,sh.601818,1,光大银行
1144,sh.601825,1,沪农商行
1145,sh.601827,1,三峰环境
1146,sh.601828,1,美凯龙
1147,sh.601838,1,成都银行
1148,sh.601857,1,中国石油
1149,sh.601858,1,中国科传
1150,sh.601860,1,紫金银行
1151,sh.601865,1,福莱特
1152,sh.601866,1,中远海发
1153,sh.601868,1,中国能建
1154,sh.601869,1,长飞光纤
1155,sh.601872,1,招商轮船
1156,sh.601877,1,正泰电器
1157,sh.601878,1,浙商证券
1158,sh.601880,1,辽港股份
1159,sh.601881,1,中国银河
1160,sh.601882,1,海天精工
1161,sh.601886,1,江河集团
1162,sh.601888,1,中国中免
1163,sh.601890,1,亚星锚链
1164,sh.601898,1,中煤能源
1165,sh.601899,1,紫金矿业
1166,sh.601900,1,南方传媒
1167,sh.601901,1,方正证券
1168,sh.601908,1,京运通
1169,sh.601916,1,浙商银行
1170,sh.601918,1,新集能源
1171,sh.601919,1,中远海控
1172,sh.601921,1,浙版传媒
1173,sh.601928,1,凤凰传媒
1174,sh.601929,1,吉视传媒
1175,sh.601933,1,永辉超市
1176,sh.601939,1,建设银行
1177,sh.601949,1,中国出版
1178,sh.601952,1,苏垦农发
1179,sh.601956,1,东贝集团
1180,sh.601958,1,金钼股份
1181,sh.601963,1,重庆银行
1182,sh.601965,1,中国汽研
1183,sh.601966,1,玲珑轮胎
1184,sh.601968,1,宝钢包装
1185,sh.601969,1,海南矿业
1186,sh.601975,1,招商南油
1187,sh.601985,1,中国核电
1188,sh.601988,1,中国银行
1189,sh.601989,1,中国重工
1190,sh.601990,1,南京证券
1191,sh.601991,1,大唐发电
1192,sh.601992,1,金隅集团
1193,sh.601995,1,中金公司
1194,sh.601996,1,丰林集团
1195,sh.601997,1,贵阳银行
1196,sh.601998,1,中信银行
1197,sh.601999,1,出版传媒
1198,sh.603000,1,人民网
1199,sh.603001,0,奥康国际
1200,sh.603002,1,宏昌电子
1201,sh.603003,1,*ST龙宇
1202,sh.603004,1,鼎龙科技
1203,sh.603005,1,晶方科技
1204,sh.603006,1,联明股份
1205,sh.603007,1,*ST花王
1206,sh.603008,1,喜临门
1207,sh.603009,1,北特科技
1208,sh.603010,1,万盛股份
1209,sh.603011,1,合锻智能
1210,sh.603012,1,创力集团
1211,sh.603013,1,亚普股份
1212,sh.603015,1,弘讯科技
1213,sh.603016,1,新宏泰
1214,sh.603017,1,中衡设计
1215,sh.603018,1,华设集团
1216,sh.603019,1,中科曙光
1217,sh.603020,1,爱普股份
1218,sh.603021,1,山东华鹏
1219,sh.603022,1,新通联
1220,sh.603023,1,*ST威帝
1221,sh.603025,1,大豪科技
1222,sh.603026,1,石大胜华
1223,sh.603027,1,千禾味业
1224,sh.603028,1,赛福天
1225,sh.603029,1,天鹅股份
1226,sh.603030,1,全筑股份
1227,sh.603031,1,安孚科技
1228,sh.603032,1,德新科技
1229,sh.603033,1,三维股份
1230,sh.603035,1,常熟汽饰
1231,sh.603036,1,如通股份
1232,sh.603037,1,凯众股份
1233,sh.603038,1,华立股份
1234,sh.603039,1,泛微网络
1235,sh.603040,1,新坐标
1236,sh.603041,1,美思德
1237,sh.603042,1,华脉科技
1238,sh.603043,1,广州酒家
1239,sh.603045,1,福达合金
1240,sh.603048,1,浙江黎明
1241,sh.603050,1,科林电气
1242,sh.603051,1,鹿山新材
1243,sh.603052,1,可川科技
1244,sh.603053,1,成都燃气
1245,sh.603055,1,台华新材
1246,sh.603056,1,德邦股份
1247,sh.603057,1,紫燕食品
1248,sh.603058,1,永吉股份
1249,sh.603059,1,倍加洁
1250,sh.603060,1,国检集团
1251,sh.603061,1,金海通
1252,sh.603062,1,麦加芯彩
1253,sh.603063,1,禾望电气
1254,sh.603065,1,宿迁联盛
1255,sh.603066,1,音飞储存
1256,sh.603067,1,振华股份
1257,sh.603068,1,博通集成
1258,sh.603069,1,海汽集团
1259,sh.603070,1,万控智造
1260,sh.603071,1,物产环能
1261,sh.603073,1,彩蝶实业
1262,sh.603075,1,热威股份
1263,sh.603076,1,乐惠国际
1264,sh.603077,1,和邦生物
1265,sh.603078,1,江化微
1266,sh.603079,1,圣达生物
1267,sh.603080,1,新疆火炬
1268,sh.603081,1,大丰实业
1269,sh.603082,1,北自科技
1270,sh.603083,1,剑桥科技
1271,sh.603085,1,天成自控
1272,sh.603086,1,先达股份
1273,sh.603087,1,甘李药业
1274,sh.603088,1,宁波精达
1275,sh.603089,1,正裕工业
1276,sh.603090,1,宏盛股份
1277,sh.603091,1,众鑫股份
1278,sh.603093,1,南华期货
1279,sh.603095,1,越剑智能
1280,sh.603096,1,新经典
1281,sh.603097,1,江苏华辰
1282,sh.603098,1,森特股份
1283,sh.603099,1,长白山
1284,sh.603100,1,川仪股份
1285,sh.603101,1,汇嘉时代
1286,sh.603102,1,百合股份
1287,sh.603103,1,横店影视
1288,sh.603105,1,芯能科技
1289,sh.603106,1,恒银科技
1290,sh.603107,1,上海汽配
1291,sh.603108,1,润达医疗
1292,sh.603109,1,神驰机电
1293,sh.603110,1,东方材料
1294,sh.603111,1,康尼机电
1295,sh.603112,1,华翔股份
1296,sh.603113,1,金能科技
1297,sh.603115,1,海星股份
1298,sh.603116,1,红蜻蜓
1299,sh.603117,1,万林物流
1300,sh.603118,1,共进股份
1301,sh.603119,1,浙江荣泰
1302,sh.603121,1,华培动力
1303,sh.603122,1,合富中国
1304,sh.603123,1,翠微股份
1305,sh.603125,1,常青科技
1306,sh.603126,1,中材节能
1307,sh.603127,1,昭衍新药
1308,sh.603128,1,华贸物流
1309,sh.603129,1,春风动力
1310,sh.603130,1,云中马
1311,sh.603131,1,上海沪工
1312,sh.603132,1,金徽股份
1313,sh.603135,1,中重科技
1314,sh.603136,1,天目湖
1315,sh.603137,1,恒尚节能
1316,sh.603138,1,海量数据
1317,sh.603139,1,康惠制药
1318,sh.603150,1,万朗磁塑
1319,sh.603151,1,邦基科技
1320,sh.603153,1,上海建科
1321,sh.603155,1,新亚强
1322,sh.603156,1,养元饮品
1323,sh.603158,1,腾龙股份
1324,sh.603159,1,上海亚虹
1325,sh.603160,1,汇顶科技
1326,sh.603161,1,科华控股
1327,sh.603162,1,海通发展
1328,sh.603163,1,圣晖集成
1329,sh.603165,1,荣晟环保
1330,sh.603166,1,福达股份
1331,sh.603167,1,渤海轮渡
1332,sh.603168,1,莎普爱思
1333,sh.603169,1,兰石重装
1334,sh.603170,1,宝立食品
1335,sh.603171,1,税友股份
1336,sh.603172,1,万丰股份
1337,sh.603173,1,福斯达
1338,sh.603176,1,汇通集团
1339,sh.603177,1,德创环保
1340,sh.603178,1,圣龙股份
1341,sh.603179,1,新泉股份
1342,sh.603180,1,金牌家居
1343,sh.603181,1,皇马科技
1344,sh.603182,1,嘉华股份
1345,sh.603183,1,建研院
1346,sh.603185,1,弘元绿能
1347,sh.603186,1,华正新材
1348,sh.603187,1,海容冷链
1349,sh.603188,1,亚邦股份
1350,sh.603189,1,网达软件
1351,sh.603190,1,亚通精工
1352,sh.603191,1,望变电气
1353,sh.603192,1,汇得科技
1354,sh.603193,1,润本股份
1355,sh.603194,1,中力股份
1356,sh.603195,1,公牛集团
1357,sh.603196,1,日播时尚
1358,sh.603197,1,保隆科技
1359,sh.603198,1,迎驾贡酒
1360,sh.603199,1,九华旅游
1361,sh.603200,1,上海洗霸
1362,sh.603201,1,常润股份
1363,sh.603203,1,快克智能
1364,sh.603205,1,健尔康
1365,sh.603206,1,嘉环科技
1366,sh.603207,1,小方制药
1367,sh.603208,1,江山欧派
1368,sh.603209,1,兴通股份
1369,sh.603211,1,晋拓股份
1370,sh.603212,1,赛伍技术
1371,sh.603213,1,镇洋发展
1372,sh.603214,1,爱婴室
1373,sh.603215,1,比依股份
1374,sh.603216,1,梦天家居
1375,sh.603217,1,元利科技
1376,sh.603218,1,日月股份
1377,sh.603219,1,富佳股份
1378,sh.603220,1,中贝通信
1379,sh.603221,1,爱丽家居
1380,sh.603222,1,济民健康
1381,sh.603223,1,恒通股份
1382,sh.603225,1,新凤鸣
1383,sh.603226,1,菲林格尔
1384,sh.603227,1,雪峰科技
1385,sh.603228,1,景旺电子
1386,sh.603229,1,奥翔药业
1387,sh.603230,1,内蒙新华
1388,sh.603231,1,索宝蛋白
1389,sh.603232,1,格尔软件
1390,sh.603233,1,大参林
1391,sh.603235,1,天新药业
1392,sh.603236,1,移远通信
1393,sh.603237,1,五芳斋
1394,sh.603238,1,诺邦股份
1395,sh.603239,1,浙江仙通
1396,sh.603255,1,鼎际得
1397,sh.603256,1,宏和科技
1398,sh.603258,1,电魂网络
1399,sh.603259,1,药明康德
1400,sh.603260,1,合盛硅业
1401,sh.603261,1,立航科技
1402,sh.603266,1,天龙股份
1403,sh.603267,1,鸿远电子
1404,sh.603268,1,松发股份
1405,sh.603269,1,海鸥股份
1406,sh.603270,1,金帝股份
1407,sh.603272,1,联翔股份
1408,sh.603273,1,天元智能
1409,sh.603275,1,众辰科技
1410,sh.603276,1,恒兴新材
1411,sh.603277,1,银都股份
1412,sh.603278,1,大业股份
1413,sh.603279,1,景津装备
1414,sh.603280,1,南方路机
1415,sh.603281,1,江瀚新材
1416,sh.603282,1,亚光股份
1417,sh.603283,1,赛腾股份
1418,sh.603285,1,键邦股份
1419,sh.603286,1,日盈电子
1420,sh.603288,1,海天味业
1421,sh.603289,1,泰瑞机器
1422,sh.603290,1,斯达半导
1423,sh.603291,1,联合水务
1424,sh.603296,1,华勤技术
1425,sh.603297,1,永新光学
1426,sh.603298,1,杭叉集团
1427,sh.603299,1,苏盐井神
1428,sh.603300,1,海南华铁
1429,sh.603301,1,振德医疗
1430,sh.603303,1,得邦照明
1431,sh.603305,1,旭升集团
1432,sh.603306,1,华懋科技
1433,sh.603307,1,扬州金泉
1434,sh.603308,1,应流股份
1435,sh.603309,1,维力医疗
1436,sh.603310,1,巍华新材
1437,sh.603311,1,金海高科
1438,sh.603312,1,西典新能
1439,sh.603313,1,梦百合
1440,sh.603315,1,福鞍股份
1441,sh.603316,1,诚邦股份
1442,sh.603317,1,天味食品
1443,sh.603318,1,水发燃气
1444,sh.603319,1,湘油泵
1445,sh.603320,1,迪贝电气
1446,sh.603321,1,梅轮电梯
1447,sh.603322,1,超讯通信
1448,sh.603323,1,苏农银行
1449,sh.603324,1,盛剑科技
1450,sh.603325,1,博隆技术
1451,sh.603326,1,我乐家居
1452,sh.603327,1,福蓉科技
1453,sh.603328,1,依顿电子
1454,sh.603329,1,上海雅仕
1455,sh.603330,1,天洋新材
1456,sh.603331,1,百达精工
1457,sh.603332,1,苏州龙杰
1458,sh.603333,1,尚纬股份
1459,sh.603335,1,迪生力
1460,sh.603336,1,宏辉果蔬
1461,sh.603337,1,杰克股份
1462,sh.603338,1,浙江鼎力
1463,sh.603339,1,四方科技
1464,sh.603341,1,龙旗科技
1465,sh.603344,1,星德胜
1466,sh.603345,1,安井食品
1467,sh.603348,1,文灿股份
1468,sh.603350,1,安乃达
1469,sh.603351,1,威尔药业
1470,sh.603353,1,和顺石油
1471,sh.603355,1,莱克电气
1472,sh.603356,1,华菱精工
1473,sh.603357,1,设计总院
1474,sh.603358,1,华达科技
1475,sh.603359,1,东珠生态
1476,sh.603360,1,百傲化学
1477,sh.603363,1,*ST傲农
1478,sh.603365,1,水星家纺
1479,sh.603366,1,日出东方
1480,sh.603367,1,辰欣药业
1481,sh.603368,1,柳药集团
1482,sh.603369,1,今世缘
1483,sh.603373,1,安邦护卫
1484,sh.603375,1,盛景微
1485,sh.603377,1,ST东时
1486,sh.603378,1,亚士创能
1487,sh.603379,1,三美股份
1488,sh.603380,1,易德龙
1489,sh.603381,1,永臻股份
1490,sh.603383,1,顶点软件
1491,sh.603385,1,惠达卫浴
1492,sh.603386,1,骏亚科技
1493,sh.603387,1,基蛋生物
1494,sh.603388,1,ST元成
1495,sh.603389,1,亚振家居
1496,sh.603390,1,通达电气
1497,sh.603391,1,力聚热能
1498,sh.603392,1,万泰生物
1499,sh.603393,1,新天然气
1500,sh.603395,1,红四方
1501,sh.603396,1,金辰股份
1502,sh.603398,1,沐邦高科
1503,sh.603399,1,永杉锂业
1504,sh.603408,1,建霖家居
1505,sh.603416,1,信捷电气
1506,sh.603421,1,鼎信通讯
1507,sh.603429,1,集友股份
1508,sh.603439,1,贵州三力
1509,sh.603444,1,吉比特
1510,sh.603456,1,九洲药业
1511,sh.603458,1,勘设股份
1512,sh.603466,1,风语筑
1513,sh.603477,1,巨星农牧
1514,sh.603486,1,科沃斯
1515,sh.603488,1,展鹏科技
1516,sh.603489,1,八方股份
1517,sh.603496,1,恒为科技
1518,sh.603499,1,翔港科技
1519,sh.603500,1,祥和实业
1520,sh.603501,1,韦尔股份
1521,sh.603505,1,金石资源
1522,sh.603506,1,南都物业
1523,sh.603507,1,振江股份
1524,sh.603508,1,思维列控
1525,sh.603511,1,爱慕股份
1526,sh.603515,1,欧普照明
1527,sh.603516,1,淳中科技
1528,sh.603517,1,绝味食品
1529,sh.603518,1,锦泓集团
1530,sh.603519,1,立霸股份
1531,sh.603520,1,司太立
1532,sh.603527,1,众源新材
1533,sh.603528,1,多伦科技
1534,sh.603529,1,爱玛科技
1535,sh.603530,1,神马电力
1536,sh.603533,1,掌阅科技
1537,sh.603535,1,嘉诚国际
1538,sh.603536,1,惠发食品
1539,sh.603538,1,美诺华
1540,sh.603551,1,奥普科技
1541,sh.603556,1,海兴电力
1542,sh.603557,1,ST起步
1543,sh.603558,1,健盛集团
1544,sh.603559,1,*ST通脉
1545,sh.603565,1,中谷物流
1546,sh.603566,1,普莱柯
1547,sh.603567,1,珍宝岛
1548,sh.603568,1,伟明环保
1549,sh.603569,1,长久物流
1550,sh.603577,1,汇金通
1551,sh.603578,1,三星新材
1552,sh.603579,1,荣泰健康
1553,sh.603580,1,艾艾精工
1554,sh.603583,1,捷昌驱动
1555,sh.603585,1,苏利股份
1556,sh.603586,1,金麒麟
1557,sh.603587,1,地素时尚
1558,sh.603588,1,高能环境
1559,sh.603589,1,口子窖
1560,sh.603590,1,康辰药业
1561,sh.603595,1,东尼电子
1562,sh.603596,1,伯特利
1563,sh.603598,1,引力传媒
1564,sh.603599,1,广信股份
1565,sh.603600,1,永艺股份
1566,sh.603601,1,再升科技
1567,sh.603602,1,纵横通信
1568,sh.603605,1,珀莱雅
1569,sh.603606,1,东方电缆
1570,sh.603607,1,京华激光
1571,sh.603608,1,*ST天创
1572,sh.603609,1,禾丰股份
1573,sh.603610,1,麒盛科技
1574,sh.603611,1,诺力股份
1575,sh.603612,1,索通发展
1576,sh.603613,1,国联股份
1577,sh.603615,1,茶花股份
1578,sh.603616,1,韩建河山
1579,sh.603617,1,君禾股份
1580,sh.603618,1,杭电股份
1581,sh.603619,1,中曼石油
1582,sh.603626,1,科森科技
1583,sh.603628,1,清源股份
1584,sh.603629,1,利通电子
1585,sh.603630,1,拉芳家化
1586,sh.603633,1,徕木股份
1587,sh.603636,1,南威软件
1588,sh.603637,1,镇海股份
1589,sh.603638,1,艾迪精密
1590,sh.603639,1,海利尔
1591,sh.603648,1,畅联股份
1592,sh.603650,1,彤程新材
1593,sh.603655,1,朗博科技
1594,sh.603656,1,泰禾智能
1595,sh.603657,1,春光科技
1596,sh.603658,1,安图生物
1597,sh.603659,1,璞泰来
1598,sh.603660,1,苏州科达
1599,sh.603661,1,恒林股份
1600,sh.603662,1,柯力传感
1601,sh.603663,1,三祥新材
1602,sh.603665,1,康隆达
1603,sh.603666,1,亿嘉和
1604,sh.603667,1,五洲新春
1605,sh.603668,1,天马科技
1606,sh.603669,1,灵康药业
1607,sh.603676,1,卫信康
1608,sh.603677,1,奇精机械
1609,sh.603678,1,火炬电子
1610,sh.603679,1,华体科技
1611,sh.603680,1,今创集团
1612,sh.603681,1,永冠新材
1613,sh.603682,1,锦和商管
1614,sh.603683,1,晶华新材
1615,sh.603685,1,晨丰科技
1616,sh.603686,1,福龙马
1617,sh.603687,1,大胜达
1618,sh.603688,1,石英股份
1619,sh.603689,1,皖天然气
1620,sh.603690,1,至纯科技
1621,sh.603693,1,江苏新能
1622,sh.603696,1,安记食品
1623,sh.603697,1,有友食品
1624,sh.603698,1,航天工程
1625,sh.603699,1,纽威股份
1626,sh.603700,1,宁水集团
1627,sh.603701,1,德宏股份
1628,sh.603703,1,盛洋科技
1629,sh.603706,1,东方环宇
1630,sh.603707,1,健友股份
1631,sh.603708,1,家家悦
1632,sh.603709,1,中源家居
1633,sh.603711,1,香飘飘
1634,sh.603712,1,七一二
1635,sh.603713,1,密尔克卫
1636,sh.603716,1,塞力医疗
1637,sh.603717,1,天域生物
1638,sh.603718,1,海利生物
1639,sh.603719,1,良品铺子
1640,sh.603721,1,中广天择
1641,sh.603722,1,阿科力
1642,sh.603725,1,天安新材
1643,sh.603726,1,朗迪集团
1644,sh.603727,1,博迈科
1645,sh.603728,1,鸣志电器
1646,sh.603729,1,龙韵股份
1647,sh.603730,1,岱美股份
1648,sh.603733,1,仙鹤股份
1649,sh.603737,1,三棵树
1650,sh.603738,1,泰晶科技
1651,sh.603739,1,蔚蓝生物
1652,sh.603755,1,日辰股份
1653,sh.603757,1,大元泵业
1654,sh.603758,1,秦安股份
1655,sh.603759,1,海天股份
1656,sh.603766,1,隆鑫通用
1657,sh.603767,1,中马传动
1658,sh.603768,1,常青股份
1659,sh.603773,1,沃格光电
1660,sh.603776,1,永安行
1661,sh.603777,1,来伊份
1662,sh.603778,1,国晟科技
1663,sh.603779,1,威龙股份
1664,sh.603786,1,科博达
1665,sh.603787,1,新日股份
1666,sh.603788,1,宁波高发
1667,sh.603789,1,星光农机
1668,sh.603790,1,雅运股份
1669,sh.603797,1,联泰环保
1670,sh.603798,1,康普顿
1671,sh.603799,1,华友钴业
1672,sh.603800,1,洪田股份
1673,sh.603801,1,志邦家居
1674,sh.603803,1,瑞斯康达
1675,sh.603806,1,福斯特
1676,sh.603808,1,歌力思
1677,sh.603809,1,豪能股份
1678,sh.603810,1,丰山集团
1679,sh.603811,1,诚意药业
1680,sh.603813,1,原尚股份
1681,sh.603815,1,交建股份
1682,sh.603816,1,顾家家居
1683,sh.603817,1,海峡环保
1684,sh.603818,1,曲美家居
1685,sh.603819,1,神力股份
1686,sh.603822,1,嘉澳环保
1687,sh.603823,1,百合花
1688,sh.603825,1,华扬联众
1689,sh.603826,1,坤彩科技
1690,sh.603828,1,ST柯利达
1691,sh.603829,1,洛凯股份
