,0,1,2
1692,sh.603833,1,欧派家居
1693,sh.603836,1,海程邦达
1694,sh.603838,1,四通股份
1695,sh.603839,1,安正时尚
1696,sh.603843,1,正平股份
1697,sh.603848,1,好太太
1698,sh.603855,1,华荣股份
1699,sh.603856,1,东宏股份
1700,sh.603858,1,步长制药
1701,sh.603859,1,能科科技
1702,sh.603860,1,中公高科
1703,sh.603861,1,白云电器
1704,sh.603863,1,松炀资源
1705,sh.603866,1,桃李面包
1706,sh.603867,1,新化股份
1707,sh.603868,1,飞科电器
1708,sh.603869,1,ST智知
1709,sh.603871,1,嘉友国际
1710,sh.603876,1,鼎胜新材
1711,sh.603877,1,太平鸟
1712,sh.603878,1,武进不锈
1713,sh.603879,1,ST永悦
1714,sh.603880,1,南卫股份
1715,sh.603881,1,数据港
1716,sh.603882,1,金域医学
1717,sh.603883,1,老百姓
1718,sh.603885,1,吉祥航空
1719,sh.603886,1,元祖股份
1720,sh.603887,1,城地香江
1721,sh.603888,1,新华网
1722,sh.603889,1,新澳股份
1723,sh.603890,1,春秋电子
1724,sh.603893,1,瑞芯微
1725,sh.603895,1,天永智能
1726,sh.603896,1,寿仙谷
1727,sh.603897,1,长城科技
1728,sh.603898,1,好莱客
1729,sh.603899,1,晨光股份
1730,sh.603900,1,莱绅通灵
1731,sh.603901,1,永创智能
1732,sh.603903,1,中持股份
1733,sh.603906,1,龙蟠科技
1734,sh.603908,1,牧高笛
1735,sh.603909,1,建发合诚
1736,sh.603912,1,佳力图
1737,sh.603915,1,国茂股份
1738,sh.603916,1,苏博特
1739,sh.603917,1,合力科技
1740,sh.603918,1,金桥信息
1741,sh.603919,1,金徽酒
1742,sh.603920,1,世运电路
1743,sh.603922,1,金鸿顺
1744,sh.603926,1,铁流股份
1745,sh.603927,1,中科软
1746,sh.603928,1,兴业股份
1747,sh.603929,1,亚翔集成
1748,sh.603931,1,格林达
1749,sh.603933,1,睿能科技
1750,sh.603936,1,博敏电子
1751,sh.603937,1,丽岛新材
1752,sh.603938,1,三孚股份
1753,sh.603939,1,益丰药房
1754,sh.603948,1,建业股份
1755,sh.603949,1,雪龙集团
1756,sh.603950,1,长源东谷
1757,sh.603955,1,大千生态
1758,sh.603956,1,威派格
1759,sh.603958,1,哈森股份
1760,sh.603959,1,ST百利
1761,sh.603960,1,克来机电
1762,sh.603963,1,*ST大药
1763,sh.603966,1,法兰泰克
1764,sh.603967,1,中创物流
1765,sh.603968,1,醋化股份
1766,sh.603969,1,银龙股份
1767,sh.603970,1,中农立华
1768,sh.603976,1,正川股份
1769,sh.603977,1,国泰集团
1770,sh.603978,1,深圳新星
1771,sh.603979,1,金诚信
1772,sh.603980,1,吉华集团
1773,sh.603982,1,泉峰汽车
1774,sh.603983,1,丸美生物
1775,sh.603985,1,恒润股份
1776,sh.603986,1,兆易创新
1777,sh.603987,1,康德莱
1778,sh.603988,1,中电电机
1779,sh.603989,1,艾华集团
1780,sh.603990,1,麦迪科技
1781,sh.603991,1,至正股份
1782,sh.603992,1,松霖科技
1783,sh.603993,1,洛阳钼业
1784,sh.603995,1,甬金股份
1785,sh.603997,1,继峰股份
1786,sh.603998,1,方盛制药
1787,sh.603999,1,读者传媒
1788,sh.605001,1,威奥股份
1789,sh.605003,1,众望布艺
1790,sh.605005,1,合兴股份
1791,sh.605006,1,山东玻纤
1792,sh.605007,1,五洲特纸
1793,sh.605008,1,长鸿高科
1794,sh.605009,1,豪悦护理
1795,sh.605011,1,杭州热电
1796,sh.605016,1,百龙创园
1797,sh.605018,1,长华集团
1798,sh.605020,1,永和股份
1799,sh.605028,1,世茂能源
1800,sh.605033,1,美邦股份
1801,sh.605050,1,福然德
1802,sh.605055,1,迎丰股份
1803,sh.605056,1,咸亨国际
1804,sh.605058,1,澳弘电子
1805,sh.605060,1,联德股份
1806,sh.605066,1,天正电气
1807,sh.605068,1,明新旭腾
1808,sh.605069,1,正和生态
1809,sh.605077,1,华康股份
1810,sh.605080,1,浙江自然
1811,sh.605081,1,太和水
1812,sh.605086,1,龙高股份
1813,sh.605088,1,冠盛股份
1814,sh.605089,1,味知香
1815,sh.605090,1,九丰能源
1816,sh.605098,1,行动教育
1817,sh.605099,1,共创草坪
1818,sh.605100,1,华丰股份
1819,sh.605108,1,同庆楼
1820,sh.605111,1,新洁能
1821,sh.605116,1,奥锐特
1822,sh.605117,1,德业股份
1823,sh.605118,1,力鼎光电
1824,sh.605122,1,四方新材
1825,sh.605123,1,派克新材
1826,sh.605128,1,上海沿浦
1827,sh.605133,1,嵘泰股份
1828,sh.605136,1,丽人丽妆
1829,sh.605138,1,盛泰集团
1830,sh.605151,1,西上海
1831,sh.605155,1,西大门
1832,sh.605158,1,华达新材
1833,sh.605162,1,新中港
1834,sh.605166,1,聚合顺
1835,sh.605167,1,利柏特
1836,sh.605168,1,三人行
1837,sh.605169,1,洪通燃气
1838,sh.605177,1,东亚药业
1839,sh.605178,1,时空科技
1840,sh.605179,1,一鸣食品
1841,sh.605180,1,华生科技
1842,sh.605183,1,确成股份
1843,sh.605186,1,健麾信息
1844,sh.605188,1,国光连锁
1845,sh.605189,1,富春染织
1846,sh.605196,1,华通线缆
1847,sh.605198,1,安德利
1848,sh.605199,1,葫芦娃
1849,sh.605208,1,永茂泰
1850,sh.605218,1,伟时电子
1851,sh.605222,1,起帆电缆
1852,sh.605228,1,神通科技
1853,sh.605255,1,天普股份
1854,sh.605258,1,协和电子
1855,sh.605259,1,绿田机械
1856,sh.605266,1,健之佳
1857,sh.605268,1,王力安防
1858,sh.605277,1,新亚电子
1859,sh.605286,1,同力日升
1860,sh.605287,1,德才股份
1861,sh.605288,1,凯迪股份
1862,sh.605289,1,罗曼股份
1863,sh.605296,1,神农集团
1864,sh.605298,1,必得科技
1865,sh.605299,1,舒华体育
1866,sh.605300,1,佳禾食品
1867,sh.605303,1,园林股份
1868,sh.605305,1,中际联合
1869,sh.605318,1,法狮龙
1870,sh.605319,1,无锡振华
1871,sh.605333,1,沪光股份
1872,sh.605336,1,帅丰电器
1873,sh.605337,1,李子园
1874,sh.605338,1,巴比食品
1875,sh.605339,1,南侨食品
1876,sh.605358,1,立昂微
1877,sh.605365,1,立达信
1878,sh.605366,1,宏柏新材
1879,sh.605368,1,蓝天燃气
1880,sh.605369,1,拱东医疗
1881,sh.605376,1,博迁新材
1882,sh.605377,1,华旺科技
1883,sh.605378,1,野马电池
1884,sh.605388,1,均瑶健康
1885,sh.605389,1,长龄液压
1886,sh.605398,1,新炬网络
1887,sh.605399,1,晨光新材
1888,sh.605488,1,福莱新材
1889,sh.605499,1,东鹏饮料
1890,sh.605500,1,森林包装
1891,sh.605507,1,国邦医药
1892,sh.605555,1,德昌股份
1893,sh.605566,1,福莱蒽特
1894,sh.605567,1,春雪食品
1895,sh.605577,1,龙版传媒
1896,sh.605580,1,恒盛能源
1897,sh.605588,1,冠石科技
1898,sh.605589,1,圣泉集团
1899,sh.605598,1,上海港湾
1900,sh.605599,1,菜百股份
1901,sh.688001,1,华兴源创
1902,sh.688002,1,睿创微纳
1903,sh.688003,1,天准科技
1904,sh.688004,1,博汇科技
1905,sh.688005,1,容百科技
1906,sh.688006,1,杭可科技
1907,sh.688007,1,光峰科技
1908,sh.688008,1,澜起科技
1909,sh.688009,1,中国通号
1910,sh.688010,1,福光股份
1911,sh.688011,1,新光光电
1912,sh.688012,1,中微公司
1913,sh.688013,1,天臣医疗
1914,sh.688015,1,交控科技
1915,sh.688016,1,心脉医疗
1916,sh.688017,1,绿的谐波
1917,sh.688018,1,乐鑫科技
1918,sh.688019,1,安集科技
1919,sh.688020,1,方邦股份
1920,sh.688021,1,奥福环保
1921,sh.688022,1,瀚川智能
1922,sh.688023,1,安恒信息
1923,sh.688025,1,杰普特
1924,sh.688026,1,洁特生物
1925,sh.688027,1,国盾量子
1926,sh.688028,1,沃尔德
1927,sh.688029,1,南微医学
1928,sh.688030,1,山石网科
1929,sh.688031,1,星环科技
1930,sh.688032,1,禾迈股份
1931,sh.688033,1,天宜上佳
1932,sh.688035,1,德邦科技
1933,sh.688036,1,传音控股
1934,sh.688037,1,芯源微
1935,sh.688038,1,中科通达
1936,sh.688039,1,当虹科技
1937,sh.688041,1,海光信息
1938,sh.688045,1,必易微
1939,sh.688046,1,药康生物
1940,sh.688047,1,龙芯中科
1941,sh.688048,1,长光华芯
1942,sh.688049,1,炬芯科技
1943,sh.688050,1,爱博医疗
1944,sh.688051,1,佳华科技
1945,sh.688052,1,纳芯微
1946,sh.688053,1,思科瑞
1947,sh.688055,1,龙腾光电
1948,sh.688056,1,莱伯泰科
1949,sh.688057,1,金达莱
1950,sh.688058,1,宝兰德
1951,sh.688059,1,华锐精密
1952,sh.688060,1,云涌科技
1953,sh.688061,1,灿瑞科技
1954,sh.688062,1,迈威生物
1955,sh.688063,1,派能科技
1956,sh.688065,1,凯赛生物
1957,sh.688066,1,航天宏图
1958,sh.688067,1,爱威科技
1959,sh.688068,1,热景生物
1960,sh.688069,1,德林海
1961,sh.688070,1,纵横股份
1962,sh.688071,1,华依科技
1963,sh.688072,1,拓荆科技
1964,sh.688073,1,毕得医药
1965,sh.688075,1,安旭生物
1966,sh.688076,1,诺泰生物
1967,sh.688077,1,大地熊
1968,sh.688078,1,龙软科技
1969,sh.688079,1,美迪凯
1970,sh.688080,1,映翰通
1971,sh.688081,1,兴图新科
1972,sh.688082,1,盛美上海
1973,sh.688083,1,中望软件
1974,sh.688084,1,晶品特装
1975,sh.688085,1,三友医疗
1976,sh.688087,1,英科再生
1977,sh.688088,1,虹软科技
1978,sh.688089,1,嘉必优
1979,sh.688090,1,瑞松科技
1980,sh.688091,1,上海谊众
1981,sh.688092,1,爱科科技
1982,sh.688093,1,世华科技
1983,sh.688095,1,福昕软件
1984,sh.688096,1,京源环保
1985,sh.688097,1,博众精工
1986,sh.688098,1,申联生物
1987,sh.688099,1,晶晨股份
1988,sh.688100,1,威胜信息
1989,sh.688101,1,三达膜
1990,sh.688102,1,斯瑞新材
1991,sh.688103,1,国力股份
1992,sh.688105,1,诺唯赞
1993,sh.688106,1,金宏气体
1994,sh.688107,1,安路科技
1995,sh.688108,1,赛诺医疗
1996,sh.688109,1,品茗科技
1997,sh.688110,1,东芯股份
1998,sh.688111,1,金山办公
1999,sh.688112,1,鼎阳科技
2000,sh.688113,1,联测科技
2001,sh.688114,1,华大智造
2002,sh.688115,1,思林杰
2003,sh.688116,1,天奈科技
2004,sh.688117,1,圣诺生物
2005,sh.688118,1,普元信息
2006,sh.688119,1,中钢洛耐
2007,sh.688120,1,华海清科
2008,sh.688121,1,卓然股份
2009,sh.688122,1,西部超导
2010,sh.688123,1,聚辰股份
2011,sh.688125,1,安达智能
2012,sh.688126,1,沪硅产业
2013,sh.688127,1,蓝特光学
2014,sh.688128,1,中国电研
2015,sh.688129,1,东来技术
2016,sh.688130,1,晶华微
2017,sh.688131,1,皓元医药
2018,sh.688132,1,邦彦技术
2019,sh.688133,1,泰坦科技
2020,sh.688135,1,利扬芯片
2021,sh.688136,1,科兴制药
2022,sh.688137,1,近岸蛋白
2023,sh.688138,1,清溢光电
2024,sh.688139,0,海尔生物
2025,sh.688141,1,杰华特
2026,sh.688143,1,长盈通
2027,sh.688146,1,中船特气
2028,sh.688147,1,微导纳米
2029,sh.688148,1,芳源股份
2030,sh.688150,1,莱特光电
2031,sh.688151,1,华强科技
2032,sh.688152,1,麒麟信安
2033,sh.688153,1,唯捷创芯
2034,sh.688155,1,先惠技术
2035,sh.688156,1,路德环境
2036,sh.688157,1,松井股份
2037,sh.688158,1,优刻得
2038,sh.688159,1,有方科技
2039,sh.688160,1,步科股份
2040,sh.688161,1,威高骨科
2041,sh.688162,1,巨一科技
2042,sh.688163,1,赛伦生物
2043,sh.688165,1,埃夫特
2044,sh.688166,1,博瑞医药
2045,sh.688167,1,炬光科技
2046,sh.688168,1,安博通
2047,sh.688169,1,石头科技
2048,sh.688170,1,德龙激光
2049,sh.688171,1,纬德信息
2050,sh.688172,1,燕东微
2051,sh.688173,1,希荻微
2052,sh.688175,1,高凌信息
2053,sh.688176,1,亚虹医药
2054,sh.688177,1,百奥泰
2055,sh.688178,1,万德斯
2056,sh.688179,1,阿拉丁
2057,sh.688180,1,君实生物
2058,sh.688181,1,八亿时空
2059,sh.688182,1,灿勤科技
2060,sh.688183,1,生益电子
2061,sh.688184,1,帕瓦股份
2062,sh.688185,1,康希诺
2063,sh.688186,1,广大特材
2064,sh.688187,1,时代电气
2065,sh.688188,1,柏楚电子
2066,sh.688189,1,南新制药
2067,sh.688190,1,云路股份
2068,sh.688191,1,智洋创新
2069,sh.688192,1,迪哲医药
2070,sh.688193,1,仁度生物
2071,sh.688195,1,腾景科技
2072,sh.688196,1,卓越新能
2073,sh.688197,1,首药控股
2074,sh.688198,1,佰仁医疗
2075,sh.688199,1,久日新材
2076,sh.688200,1,华峰测控
2077,sh.688201,1,信安世纪
2078,sh.688202,1,美迪西
2079,sh.688203,1,海正生材
2080,sh.688205,1,德科立
2081,sh.688206,1,概伦电子
2082,sh.688207,1,格灵深瞳
2083,sh.688208,1,道通科技
2084,sh.688209,1,英集芯
2085,sh.688210,1,统联精密
2086,sh.688211,1,中科微至
2087,sh.688212,1,澳华内镜
2088,sh.688213,1,思特威
2089,sh.688215,1,瑞晟智能
2090,sh.688216,1,气派科技
2091,sh.688217,1,睿昂基因
2092,sh.688218,1,江苏北人
2093,sh.688219,1,会通股份
2094,sh.688220,1,翱捷科技
2095,sh.688221,1,前沿生物
2096,sh.688222,1,成都先导
2097,sh.688223,1,晶科能源
2098,sh.688225,1,亚信安全
2099,sh.688226,1,威腾电气
2100,sh.688227,1,品高股份
2101,sh.688228,1,开普云
2102,sh.688229,1,博睿数据
2103,sh.688230,1,芯导科技
2104,sh.688231,1,隆达股份
2105,sh.688232,1,新点软件
2106,sh.688233,1,神工股份
2107,sh.688234,1,天岳先进
2108,sh.688235,1,百济神州
2109,sh.688236,1,春立医疗
2110,sh.688237,1,超卓航科
2111,sh.688238,1,和元生物
2112,sh.688239,1,航宇科技
2113,sh.688244,1,永信至诚
2114,sh.688246,1,嘉和美康
2115,sh.688247,1,宣泰医药
2116,sh.688248,1,南网科技
2117,sh.688249,1,晶合集成
2118,sh.688251,1,井松智能
2119,sh.688252,1,天德钰
2120,sh.688253,1,英诺特
2121,sh.688255,1,凯尔达
2122,sh.688256,1,寒武纪
2123,sh.688257,1,新锐股份
2124,sh.688258,1,卓易信息
2125,sh.688259,1,创耀科技
2126,sh.688260,1,昀冢科技
2127,sh.688261,1,东微半导
2128,sh.688262,1,国芯科技
2129,sh.688265,1,南模生物
2130,sh.688266,1,泽璟制药
2131,sh.688267,1,中触媒
2132,sh.688268,1,华特气体
2133,sh.688269,1,凯立新材
2134,sh.688270,1,臻镭科技
2135,sh.688271,1,联影医疗
2136,sh.688272,1,富吉瑞
2137,sh.688273,1,麦澜德
2138,sh.688275,1,万润新能
2139,sh.688276,1,百克生物
2140,sh.688277,1,天智航
2141,sh.688278,1,特宝生物
2142,sh.688279,1,峰岹科技
2143,sh.688280,1,精进电动
2144,sh.688281,1,华秦科技
2145,sh.688282,1,*ST导航
2146,sh.688283,1,坤恒顺维
2147,sh.688285,1,高铁电气
2148,sh.688286,1,敏芯股份
2149,sh.688287,1,ST观典
2150,sh.688288,1,鸿泉物联
2151,sh.688289,1,圣湘生物
2152,sh.688290,1,景业智能
2153,sh.688291,1,金橙子
2154,sh.688292,1,浩瀚深度
2155,sh.688293,1,奥浦迈
2156,sh.688295,1,中复神鹰
2157,sh.688296,1,和达科技
2158,sh.688297,1,中无人机
2159,sh.688298,1,东方生物
2160,sh.688299,1,长阳科技
2161,sh.688300,1,联瑞新材
2162,sh.688301,1,奕瑞科技
2163,sh.688302,1,海创药业
2164,sh.688303,1,大全能源
2165,sh.688305,1,科德数控
2166,sh.688306,1,均普智能
2167,sh.688307,1,中润光学
2168,sh.688308,1,欧科亿
2169,sh.688309,1,恒誉环保
2170,sh.688310,1,迈得医疗
2171,sh.688311,1,盟升电子
2172,sh.688312,1,燕麦科技
2173,sh.688313,1,仕佳光子
2174,sh.688314,1,康拓医疗
2175,sh.688315,1,诺禾致源
2176,sh.688316,1,青云科技
2177,sh.688317,1,之江生物
2178,sh.688318,1,财富趋势
2179,sh.688319,1,欧林生物
2180,sh.688320,1,禾川科技
2181,sh.688321,1,微芯生物
2182,sh.688322,1,奥比中光
2183,sh.688323,1,瑞华泰
2184,sh.688325,1,赛微微电
2185,sh.688326,1,经纬恒润
2186,sh.688327,1,云从科技
2187,sh.688328,1,深科达
2188,sh.688329,1,艾隆科技
2189,sh.688330,1,宏力达
2190,sh.688331,1,荣昌生物
2191,sh.688332,1,中科蓝讯
2192,sh.688333,1,铂力特
2193,sh.688334,1,西高院
2194,sh.688335,1,复洁环保
2195,sh.688336,1,三生国健
2196,sh.688337,1,普源精电
2197,sh.688338,1,赛科希德
2198,sh.688339,1,亿华通
2199,sh.688343,1,云天励飞
2200,sh.688345,1,博力威
2201,sh.688347,1,华虹公司
2202,sh.688348,1,昱能科技
2203,sh.688349,1,三一重能
2204,sh.688350,1,富淼科技
2205,sh.688351,1,微电生理
2206,sh.688352,1,颀中科技
2207,sh.688353,1,华盛锂电
2208,sh.688355,1,明志科技
2209,sh.688356,1,键凯科技
2210,sh.688357,1,建龙微纳
2211,sh.688358,1,祥生医疗
2212,sh.688359,1,三孚新科
2213,sh.688360,1,德马科技
2214,sh.688361,1,中科飞测
2215,sh.688362,1,甬矽电子
2216,sh.688363,1,华熙生物
2217,sh.688365,1,光云科技
2218,sh.688366,1,昊海生科
2219,sh.688367,1,工大高科
2220,sh.688368,1,晶丰明源
2221,sh.688369,1,致远互联
2222,sh.688370,1,丛麟科技
2223,sh.688371,1,菲沃泰
2224,sh.688372,1,伟测科技
2225,sh.688373,1,盟科药业
2226,sh.688375,1,国博电子
2227,sh.688376,1,美埃科技
2228,sh.688377,1,迪威尔
2229,sh.688378,1,奥来德
2230,sh.688379,1,华光新材
2231,sh.688380,1,中微半导
2232,sh.688381,1,帝奥微
2233,sh.688382,1,益方生物
2234,sh.688383,1,新益昌
2235,sh.688385,1,复旦微电
2236,sh.688386,1,泛亚微透
2237,sh.688387,1,信科移动
2238,sh.688388,1,嘉元科技
2239,sh.688389,1,普门科技
2240,sh.688390,1,固德威
2241,sh.688391,1,钜泉科技
2242,sh.688392,1,骄成超声
2243,sh.688393,1,安必平
2244,sh.688395,1,正弦电气
2245,sh.688396,1,华润微
2246,sh.688398,1,赛特新材
2247,sh.688399,1,硕世生物
2248,sh.688400,1,凌云光
2249,sh.688401,1,路维光电
2250,sh.688403,1,汇成股份
2251,sh.688408,1,中信博
2252,sh.688409,1,富创精密
2253,sh.688410,1,山外山
2254,sh.688416,1,恒烁股份
2255,sh.688418,1,震有科技
2256,sh.688419,1,耐科装备
2257,sh.688420,1,美腾科技
2258,sh.688425,1,铁建重工
2259,sh.688426,1,康为世纪
2260,sh.688428,1,诺诚健华
2261,sh.688429,1,时创能源
2262,sh.688432,1,有研硅
2263,sh.688433,1,华曙高科
2264,sh.688435,1,英方软件
2265,sh.688439,1,振华风光
2266,sh.688443,1,智翔金泰
2267,sh.688448,1,磁谷科技
2268,sh.688449,1,联芸科技
2269,sh.688450,1,光格科技
2270,sh.688455,1,科捷智能
2271,sh.688456,1,有研粉材
2272,sh.688458,1,美芯晟
2273,sh.688459,1,哈铁科技
2274,sh.688466,1,金科环境
2275,sh.688468,1,科美诊断
2276,sh.688469,1,芯联集成
2277,sh.688472,1,阿特斯
2278,sh.688475,1,萤石网络
2279,sh.688478,1,晶升股份
2280,sh.688479,1,友车科技
2281,sh.688480,1,赛恩斯
2282,sh.688484,1,南芯科技
2283,sh.688485,1,九州一轨
2284,sh.688486,1,龙迅股份
2285,sh.688488,1,艾迪药业
2286,sh.688489,1,三未信安
2287,sh.688496,1,清越科技
2288,sh.688498,1,源杰科技
2289,sh.688499,1,利元亨
2290,sh.688500,1,慧辰股份
2291,sh.688501,1,青达环保
2292,sh.688502,1,茂莱光学
2293,sh.688503,1,聚和材料
2294,sh.688505,1,复旦张江
2295,sh.688506,1,百利天恒
2296,sh.688507,1,索辰科技
2297,sh.688508,1,芯朋微
2298,sh.688509,1,正元地信
2299,sh.688510,1,航亚科技
2300,sh.688511,1,天微电子
2301,sh.688512,1,慧智微
2302,sh.688513,1,苑东生物
2303,sh.688515,1,裕太微
2304,sh.688516,1,奥特维
2305,sh.688517,1,金冠电气
2306,sh.688518,1,联赢激光
2307,sh.688519,1,南亚新材
2308,sh.688520,1,神州细胞
2309,sh.688521,1,芯原股份
2310,sh.688522,1,纳睿雷达
2311,sh.688523,1,航天环宇
2312,sh.688525,1,佰维存储
2313,sh.688526,1,科前生物
2314,sh.688528,1,秦川物联
2315,sh.688529,1,豪森智能
2316,sh.688530,1,欧莱新材
2317,sh.688531,1,日联科技
2318,sh.688533,1,上声电子
2319,sh.688535,1,华海诚科
2320,sh.688536,1,思瑞浦
2321,sh.688538,1,和辉光电
2322,sh.688539,1,高华科技
2323,sh.688543,1,国科军工
2324,sh.688548,1,广钢气体
2325,sh.688549,1,中巨芯
2326,sh.688550,1,瑞联新材
2327,sh.688551,1,科威尔
2328,sh.688552,1,航天南湖
2329,sh.688553,1,汇宇制药
2330,sh.688556,1,高测股份
2331,sh.688557,1,兰剑智能
2332,sh.688558,1,国盛智科
2333,sh.688559,1,海目星
2334,sh.688560,1,明冠新材
2335,sh.688561,1,奇安信
2336,sh.688562,1,航天软件
2337,sh.688563,1,航材股份
2338,sh.688565,1,力源科技
2339,sh.688566,1,吉贝尔
2340,sh.688567,1,孚能科技
2341,sh.688568,1,中科星图
2342,sh.688569,1,铁科轨道
2343,sh.688570,1,天玛智控
2344,sh.688571,1,杭华股份
2345,sh.688573,1,信宇人
2346,sh.688575,1,亚辉龙
2347,sh.688576,1,西山科技
2348,sh.688577,1,浙海德曼
2349,sh.688578,1,艾力斯
2350,sh.688579,1,山大地纬
2351,sh.688580,1,伟思医疗
2352,sh.688581,1,安杰思
2353,sh.688582,1,芯动联科
2354,sh.688584,1,上海合晶
2355,sh.688585,1,上纬新材
2356,sh.688586,1,江航装备
2357,sh.688588,1,凌志软件
2358,sh.688589,1,力合微
2359,sh.688590,1,新致软件
2360,sh.688591,1,泰凌微
2361,sh.688592,1,司南导航
2362,sh.688593,1,新相微
2363,sh.688595,1,芯海科技
2364,sh.688596,1,正帆科技
2365,sh.688597,1,煜邦电力
2366,sh.688598,1,金博股份
2367,sh.688599,1,天合光能
2368,sh.688600,1,皖仪科技
2369,sh.688601,1,力芯微
2370,sh.688602,1,康鹏科技
2371,sh.688603,1,天承科技
2372,sh.688605,1,先锋精科
2373,sh.688606,1,奥泰生物
2374,sh.688607,1,康众医疗
2375,sh.688608,1,恒玄科技
2376,sh.688609,1,九联科技
2377,sh.688610,1,埃科光电
2378,sh.688611,1,杭州柯林
2379,sh.688612,1,威迈斯
2380,sh.688613,1,奥精医疗
2381,sh.688615,1,合合信息
2382,sh.688616,1,西力科技
2383,sh.688617,1,惠泰医疗
2384,sh.688618,1,三旺通信
2385,sh.688619,1,罗普特
2386,sh.688620,1,安凯微
2387,sh.688621,1,阳光诺和
2388,sh.688622,1,禾信仪器
2389,sh.688623,1,双元科技
2390,sh.688625,1,呈和科技
2391,sh.688626,1,翔宇医疗
2392,sh.688627,1,精智达
2393,sh.688628,1,优利德
2394,sh.688629,1,华丰科技
2395,sh.688630,1,芯碁微装
2396,sh.688631,1,莱斯信息
2397,sh.688633,1,星球石墨
2398,sh.688636,1,智明达
2399,sh.688638,1,誉辰智能
2400,sh.688639,1,华恒生物
2401,sh.688646,1,逸飞激光
2402,sh.688648,1,中邮科技
2403,sh.688651,1,盛邦安全
2404,sh.688652,1,京仪装备
2405,sh.688653,1,康希通信
2406,sh.688655,1,迅捷兴
2407,sh.688656,1,浩欧博
2408,sh.688657,1,浩辰软件
2409,sh.688658,1,悦康药业
2410,sh.688659,1,元琛科技
2411,sh.688660,1,电气风电
2412,sh.688661,1,和林微纳
2413,sh.688662,1,富信科技
2414,sh.688663,1,新风光
2415,sh.688665,1,四方光电
2416,sh.688667,1,菱电电控
2417,sh.688668,1,鼎通科技
2418,sh.688669,1,聚石化学
2419,sh.688670,1,金迪克
2420,sh.688671,1,碧兴物联
2421,sh.688676,1,金盘科技
2422,sh.688677,1,海泰新光
2423,sh.688678,1,福立旺
2424,sh.688679,1,通源环境
2425,sh.688680,1,海优新材
2426,sh.688681,1,科汇股份
2427,sh.688682,1,霍莱沃
2428,sh.688683,1,莱尔科技
2429,sh.688685,1,迈信林
2430,sh.688686,1,奥普特
2431,sh.688687,1,凯因科技
2432,sh.688689,1,银河微电
2433,sh.688690,1,纳微科技
2434,sh.688691,1,灿芯股份
2435,sh.688692,1,达梦数据
2436,sh.688693,1,锴威特
2437,sh.688695,1,中创股份
2438,sh.688696,1,极米科技
2439,sh.688697,1,纽威数控
2440,sh.688698,1,伟创电气
2441,sh.688699,1,明微电子
2442,sh.688700,1,东威科技
2443,sh.688701,1,卓锦股份
2444,sh.688702,1,盛科通信
2445,sh.688707,1,振华新材
2446,sh.688708,1,佳驰科技
2447,sh.688709,1,成都华微
2448,sh.688710,1,益诺思
2449,sh.688711,1,宏微科技
2450,sh.688716,1,中研股份
2451,sh.688717,1,艾罗能源
2452,sh.688718,1,唯赛勃
2453,sh.688719,1,爱科赛博
2454,sh.688720,1,艾森股份
2455,sh.688721,1,龙图光罩
2456,sh.688722,1,同益中
2457,sh.688726,1,拉普拉斯
2458,sh.688728,1,格科微
2459,sh.688733,1,壹石通
2460,sh.688737,1,中自科技
2461,sh.688739,1,成大生物
2462,sh.688750,1,金天钛业
2463,sh.688766,1,普冉股份
2464,sh.688767,1,博拓生物
2465,sh.688768,1,容知日新
2466,sh.688772,1,珠海冠宇
2467,sh.688776,1,国光电气
2468,sh.688777,1,中控技术
2469,sh.688778,1,厦钨新能
2470,sh.688779,1,五矿新能
2471,sh.688786,1,悦安新材
2472,sh.688787,1,海天瑞声
2473,sh.688788,1,科思科技
2474,sh.688789,1,宏华数科
2475,sh.688793,1,倍轻松
2476,sh.688798,1,艾为电子
2477,sh.688799,1,华纳药厂
2478,sh.688800,1,瑞可达
2479,sh.688819,1,天能股份
2480,sh.688981,1,中芯国际
2481,sh.689009,1,九号公司
2482,sz.000001,1,平安银行
2483,sz.000002,1,万科A
2484,sz.000004,1,国华网安
2485,sz.000006,1,深振业A
2486,sz.000007,1,全新好
2487,sz.000008,1,神州高铁
2488,sz.000009,1,中国宝安
2489,sz.000010,1,美丽生态
2490,sz.000011,1,深物业A
2491,sz.000012,1,南玻A
2492,sz.000014,1,沙河股份
2493,sz.000016,1,深康佳A
2494,sz.000017,1,深中华A
2495,sz.000019,1,深粮控股
2496,sz.000020,1,深华发A
2497,sz.000021,1,深科技
2498,sz.000025,1,特力A
2499,sz.000026,1,飞亚达
2500,sz.000027,1,深圳能源
2501,sz.000028,1,国药一致
2502,sz.000029,1,深深房A
2503,sz.000030,1,富奥股份
2504,sz.000031,1,大悦城
2505,sz.000032,1,深桑达A
2506,sz.000034,1,神州数码
2507,sz.000035,1,中国天楹
2508,sz.000036,1,华联控股
2509,sz.000037,1,深南电A
2510,sz.000039,1,中集集团
2511,sz.000040,1,ST旭蓝
2512,sz.000042,1,中洲控股
2513,sz.000045,1,深纺织A
2514,sz.000048,1,京基智农
2515,sz.000049,1,德赛电池
2516,sz.000050,1,深天马A
2517,sz.000055,1,方大集团
2518,sz.000056,1,皇庭国际
2519,sz.000058,1,深赛格
2520,sz.000059,1,华锦股份
2521,sz.000060,1,中金岭南
2522,sz.000061,1,农产品
